File,ID,Member_Name,Member_Type,Entity,Member_ID,Modules,Module_List,Module,Duplicated
nojobs.c,303,mark_dead_jobs_as_notified,functionproto,nojobs.c,2758,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,cleanup_dead_jobs,functionimpl,nojobs.c,2744,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,initialize_job_signals,functionimpl,nojobs.c,2750,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,ignore_tty_job_signals,functionimpl,nojobs.c,2749,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,wait_for_background_pids,functionimpl,nojobs.c,2757,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,set_pid_status,functionproto,nojobs.c,2760,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,pid,var,nojobs.c,2778,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,status,var,nojobs.c,2783,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,INVALID_SIGNAL_HANDLER,var,nojobs.c,2762,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,signal,var,nojobs.c,2782,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,group,var,nojobs.c,2769,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,async,var,nojobs.c,2764,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,ignore,var,nojobs.c,2771,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,block,var,nojobs.c,2765,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,pid_list_size,var,nojobs.c,2780,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,pid_list,var,nojobs.c,2779,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,i,var,nojobs.c,2770,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,old,var,nojobs.c,2776,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,login_shell,var,nojobs.c,2775,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,got_pid,var,nojobs.c,2767,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,errno,var,nojobs.c,2766,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,restore_sigint_handler,functionimpl,nojobs.c,2752,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,old_sigint_handler,var,nojobs.c,2777,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,set_tty_state,functionimpl,nojobs.c,2753,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,tty,var,nojobs.c,2784,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,got_tty_state,var,nojobs.c,2768,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,shell_tty_info,var,nojobs.c,2781,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,start_pipeline,functionimpl,nojobs.c,2754,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,already_making_children,var,nojobs.c,2763,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,stop_making_children,functionimpl,nojobs.c,2755,['job_control'],['job_control'],job_control,FALSE
nojobs.c,303,process_exit_status,functionproto,nojobs.c,2759,['job_control'],['job_control'],job_control,FALSE
locale.c,297,locale_setblanks,functionimpl,locale.c,2593,['general'],['general'],general,FALSE
syntax.h,332,sh_syntabsiz,var,syntax.h,3339,['general'],['general'],general,FALSE
syntax.h,332,sh_syntaxtab,var,syntax.h,3340,['general'],['general'],general,FALSE
lib/readline/vi_mode.c,217,_rl_vi_save_insert,functionproto,lib/readline/vi_mode.c,2206,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,rl_digit_loop1,functionimpl,lib/readline/vi_mode.c,2201,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_arg_dispatch,var,lib/readline/vi_mode.c,2208,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,vi_mode,file,lib/readline/vi_mode.c,2194,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,count,var,lib/readline/vi_mode.c,2219,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,c,var,lib/readline/vi_mode.c,2217,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,key,var,lib/readline/vi_mode.c,2223,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,ignore,var,lib/readline/vi_mode.c,2222,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,op,var,lib/readline/vi_mode.c,2228,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,m,var,lib/readline/vi_mode.c,2224,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,x,var,lib/readline/vi_mode.c,2232,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,mb,var,lib/readline/vi_mode.c,2225,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,mlen,var,lib/readline/vi_mode.c,2226,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,data,var,lib/readline/vi_mode.c,2220,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_initialize_line,functionimpl,lib/readline/vi_mode.c,2198,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,n,var,lib/readline/vi_mode.c,2227,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,vi_mark_chars,var,lib/readline/vi_mode.c,2231,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,i,var,lib/readline/vi_mode.c,2221,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_reset_last,functionimpl,lib/readline/vi_mode.c,2199,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_last_command,var,lib/readline/vi_mode.c,2212,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_last_repeat,var,lib/readline/vi_mode.c,2215,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_last_arg_sign,var,lib/readline/vi_mode.c,2211,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_last_motion,var,lib/readline/vi_mode.c,2214,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_doing_insert,var,lib/readline/vi_mode.c,2209,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,vi_continued_command,var,lib/readline/vi_mode.c,2230,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_last_key_before_insert,var,lib/readline/vi_mode.c,2213,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,r,var,lib/readline/vi_mode.c,2229,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_set_mark,functionimpl,lib/readline/vi_mode.c,2200,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,ch,var,lib/readline/vi_mode.c,2218,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_goto_mark,functionimpl,lib/readline/vi_mode.c,2197,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_textmod_command,functionproto,lib/readline/vi_mode.c,2207,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_append_forward,functionproto,lib/readline/vi_mode.c,2204,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_mvcxt_init,functionproto,lib/readline/vi_mode.c,2203,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/vi_mode.c,217,_rl_vi_callback_char_search,functionproto,lib/readline/vi_mode.c,2205,['libreadline'],['libreadline'],libreadline,FALSE
assoc.h,11,assoc,file,assoc.h,33,['general'],['general'],general,FALSE
y.tab.c,344,save_token_state,functionimpl,y.tab.c,3724,['general'],['general'],general,FALSE
y.tab.c,344,restore_token_state,functionproto,y.tab.c,3736,['general'],['general'],general,FALSE
command.h,33,command,file,command.h,184,['general'],['general'],general,FALSE
error.h,39,error,file,error.h,256,['error_handling'],['error_handling'],error_handling,FALSE
lib/intl/plural-exp.h,142,plural-exp,file,lib/intl/plural-exp.h,1121,['libintl'],['libintl'],libintl,FALSE
variables.h,340,SHELL_VAR,alias,variables.h,3641,['general'],['general'],general,FALSE
lib/sh/setlinebuf.c,249,setlinebuf,file,lib/sh/setlinebuf.c,2342,['libsh'],['libsh'],libsh,FALSE
xmalloc.h,343,xmalloc,file,xmalloc.h,3709,['job_control'],['job_control'],job_control,FALSE
quit.h,312,QUIT,var,quit.h,2837,['general'],['general'],general,FALSE
lib/intl/log.c,137,print_escaped,functionproto,lib/intl/log.c,1100,['libintl'],['libintl'],libintl,FALSE
lib/intl/log.c,137,str,var,lib/intl/log.c,1101,['libintl'],['libintl'],libintl,FALSE
bashline.h,18,bashline,file,bashline.h,45,['general'],['general'],general,FALSE
locale.c,297,locale,file,locale.c,2592,['general'],['general'],general,FALSE
lib/sh/winsize.c,283,winsize,file,lib/sh/winsize.c,2527,['libsh'],['libsh'],libsh,FALSE
lib/sh/pathcanon.c,246,pathcanon,file,lib/sh/pathcanon.c,2333,['libsh'],['libsh'],libsh,FALSE
lib/intl/hash-string.h,128,hash-string,file,lib/intl/hash-string.h,1043,['libintl'],['libintl'],libintl,FALSE
lib/intl/gmo.h,127,gmo,file,lib/intl/gmo.h,1039,['libintl'],['libintl'],libintl,FALSE
lib/intl/gettextP.h,126,loaded_domain,type,lib/intl/gettextP.h,1036,['libintl'],['libintl'],libintl,FALSE
lib/intl/gettextP.h,126,binding,type,lib/intl/gettextP.h,1035,['libintl'],['libintl'],libintl,FALSE
lib/glob/xmbsrtowcs.c,115,xmbsrtowcs,file,lib/glob/xmbsrtowcs.c,979,['libglob'],['libglob'],libglob,FALSE
lib/sh/netopen.c,244,netopen,file,lib/sh/netopen.c,2319,['libsh'],['libsh'],libsh,FALSE
lib/sh/strcasecmp.c,256,strcasecmp,file,lib/sh/strcasecmp.c,2408,['libsh'],['libsh'],libsh,FALSE
lib/glob/sm_loop.c,111,sm_loop,file,lib/glob/sm_loop.c,962,['libglob'],['libglob'],libglob,FALSE
lib/glob/sm_loop.c,111,string,var,lib/glob/sm_loop.c,969,['libglob'],['libglob'],libglob,FALSE
lib/glob/sm_loop.c,111,se,var,lib/glob/sm_loop.c,968,['libglob'],['libglob'],libglob,FALSE
lib/glob/sm_loop.c,111,pattern,var,lib/glob/sm_loop.c,966,['libglob'],['libglob'],libglob,FALSE
lib/glob/sm_loop.c,111,pe,var,lib/glob/sm_loop.c,967,['libglob'],['libglob'],libglob,FALSE
lib/glob/sm_loop.c,111,flags,var,lib/glob/sm_loop.c,964,['libglob'],['libglob'],libglob,FALSE
lib/glob/sm_loop.c,111,p,var,lib/glob/sm_loop.c,965,['libglob'],['libglob'],libglob,FALSE
lib/glob/sm_loop.c,111,test,var,lib/glob/sm_loop.c,970,['libglob'],['libglob'],libglob,FALSE
lib/glob/sm_loop.c,111,FCT,functionproto,lib/glob/sm_loop.c,963,['libglob'],['libglob'],libglob,FALSE
pathexp.c,306,pathexp,file,pathexp.c,2787,['general'],['general'],general,FALSE
builtins/psize.c,32,psize,file,builtins/psize.c,167,['libbuiltins'],['libbuiltins'],libbuiltins,FALSE
general.h,83,,type,general.h,692,['general'],['general'],general,FALSE
variables.h,340,dollar_vars,var,variables.h,3695,['general'],['general'],general,FALSE
test.c,333,beyond,functionimpl,test.c,3343,['general'],['general'],general,FALSE
test.c,333,test_syntax_error,functionproto,test.c,3353,['general'],['general'],general,FALSE
test.c,333,expr,functionimpl,test.c,3345,['general'],['general'],general,FALSE
test.c,333,or,functionimpl,test.c,3346,['general'],['general'],general,FALSE
test.c,333,and,functionimpl,test.c,3342,['general'],['general'],general,FALSE
test.c,333,term,functionimpl,test.c,3348,['general'],['general'],general,FALSE
test.c,333,test_binop,var,test.c,3368,['general'],['general'],general,FALSE
test.c,333,binary_operator,functionimpl,test.c,3344,['general'],['general'],general,FALSE
test.c,333,test_unop,var,test.c,3369,['general'],['general'],general,FALSE
test.c,333,unary_operator,functionimpl,test.c,3351,['general'],['general'],general,FALSE
test.c,333,binary_test,var,test.c,3359,['general'],['general'],general,FALSE
test.c,333,unary_test,var,test.c,3370,['general'],['general'],general,FALSE
test.c,333,two_arguments,functionimpl,test.c,3350,['general'],['general'],general,FALSE
test.c,333,three_arguments,functionimpl,test.c,3349,['general'],['general'],general,FALSE
test.c,333,posixtest,functionimpl,test.c,3347,['general'],['general'],general,FALSE
test.c,333,s,var,test.c,3365,['general'],['general'],general,FALSE
test.c,333,t,var,test.c,3367,['general'],['general'],general,FALSE
test.c,333,op,var,test.c,3361,['general'],['general'],general,FALSE
test.c,333,flags,var,test.c,3360,['general'],['general'],general,FALSE
test.c,333,string,var,test.c,3366,['general'],['general'],general,FALSE
test.c,333,pat,var,test.c,3362,['general'],['general'],general,FALSE
test.c,333,arg1,var,test.c,3355,['general'],['general'],general,FALSE
test.c,333,arg2,var,test.c,3356,['general'],['general'],general,FALSE
test.c,333,arg,var,test.c,3354,['general'],['general'],general,FALSE
test.c,333,pos,var,test.c,3363,['general'],['general'],general,FALSE
test.c,333,argc,var,test.c,3357,['general'],['general'],general,FALSE
test.c,333,value,var,test.c,3372,['general'],['general'],general,FALSE
test.c,333,argv,var,test.c,3358,['general'],['general'],general,FALSE
test.c,333,v2,var,test.c,3371,['general'],['general'],general,FALSE
test.c,333,w,var,test.c,3373,['general'],['general'],general,FALSE
test.c,333,r,var,test.c,3364,['general'],['general'],general,FALSE
test.c,333,filecomp,functionproto,test.c,3352,['general'],['general'],general,FALSE
variables.c,339,dollar_vars,var,variables.c,3579,['general'],['general'],general,FALSE
pcomplete.c,308,pcomplete,file,pcomplete.c,2796,['general'],['general'],general,FALSE
pcomplete.h,309,pcomplete,file,pcomplete.h,2798,['general'],['general'],general,FALSE
quit.h,312,CLRINTERRUPT,var,quit.h,2835,['general'],['general'],general,FALSE
lib/readline/compat.c,162,free_undo_list,functionimpl,lib/readline/compat.c,1339,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,rl_free_undo_list,functionproto,lib/readline/compat.c,1346,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,maybe_replace_line,functionimpl,lib/readline/compat.c,1340,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,rl_maybe_replace_line,functionproto,lib/readline/compat.c,1347,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,maybe_save_line,functionimpl,lib/readline/compat.c,1341,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,rl_maybe_save_line,functionproto,lib/readline/compat.c,1348,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,maybe_unsave_line,functionimpl,lib/readline/compat.c,1342,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,rl_maybe_unsave_line,functionproto,lib/readline/compat.c,1349,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,ding,functionimpl,lib/readline/compat.c,1338,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,rl_ding,functionproto,lib/readline/compat.c,1345,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,crlf,functionimpl,lib/readline/compat.c,1337,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,rl_crlf,functionproto,lib/readline/compat.c,1344,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,completion_matches,functionproto,lib/readline/compat.c,1343,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/compat.c,162,s,var,lib/readline/compat.c,1350,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/xmalloc.c,219,xmalloc,file,lib/readline/xmalloc.c,2236,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/xmalloc.c,219,pointer,var,lib/readline/xmalloc.c,2238,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/xmalloc.c,219,bytes,var,lib/readline/xmalloc.c,2237,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,isearch,file,lib/readline/isearch.c,1683,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,_rl_isearch_init,functionproto,lib/readline/isearch.c,1685,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_search_cxt,alias,lib/readline/rlprivate.h,1900,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,_rl_scxt_alloc,functionproto,lib/readline/isearch.c,1686,['libreadline'],['libreadline'],libreadline,FALSE
lib/sh/shtty.c,253,shtty,file,lib/sh/shtty.c,2347,['libsh'],['libsh'],libsh,FALSE
lib/sh/shtty.c,253,ttsave,functionimpl,lib/sh/shtty.c,2354,['libsh'],['libsh'],libsh,FALSE
include/shtty.h,98,ttsave,functionproto,include/shtty.h,750,['general'],['general'],general,FALSE
lib/sh/shtty.c,253,ttrestore,functionimpl,lib/sh/shtty.c,2353,['libsh'],['libsh'],libsh,FALSE
include/shtty.h,98,ttrestore,functionproto,include/shtty.h,749,['general'],['general'],general,FALSE
lib/sh/shtty.c,253,ttonechar,functionimpl,lib/sh/shtty.c,2352,['libsh'],['libsh'],libsh,FALSE
include/shtty.h,98,ttonechar,functionproto,include/shtty.h,748,['general'],['general'],general,FALSE
lib/sh/shtty.c,253,ttnoecho,functionimpl,lib/sh/shtty.c,2351,['libsh'],['libsh'],libsh,FALSE
include/shtty.h,98,ttnoecho,functionproto,include/shtty.h,747,['general'],['general'],general,FALSE
lib/sh/shtty.c,253,tteightbit,functionimpl,lib/sh/shtty.c,2349,['libsh'],['libsh'],libsh,FALSE
include/shtty.h,98,tteightbit,functionproto,include/shtty.h,745,['general'],['general'],general,FALSE
lib/sh/shtty.c,253,ttnocanon,functionimpl,lib/sh/shtty.c,2350,['libsh'],['libsh'],libsh,FALSE
include/shtty.h,98,ttnocanon,functionproto,include/shtty.h,746,['general'],['general'],general,FALSE
lib/sh/shtty.c,253,ttcbreak,functionimpl,lib/sh/shtty.c,2348,['libsh'],['libsh'],libsh,FALSE
include/shtty.h,98,ttcbreak,functionproto,include/shtty.h,744,['general'],['general'],general,FALSE
sig.h,318,SigHandler,functionproto,sig.h,2967,['signal_handling'],['signal_handling'],signal_handling,FALSE
sig.h,318,SIGCHLD,var,sig.h,2977,['signal_handling'],['signal_handling'],signal_handling,FALSE
sig.h,318,set_sigint_handler,functionproto,sig.h,2971,['signal_handling'],['signal_handling'],signal_handling,FALSE
lib/readline/kill.c,183,count,var,lib/readline/kill.c,1705,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/kill.c,183,ignore,var,lib/readline/kill.c,1709,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/kill.c,183,direction,var,lib/readline/kill.c,1707,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/kill.c,183,key,var,lib/readline/kill.c,1710,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/kill.c,183,dir,var,lib/readline/kill.c,1706,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/kill.c,183,history_skip,var,lib/readline/kill.c,1708,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/kill.c,183,rl_kill_word,functionproto,lib/readline/kill.c,1704,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rltty.h,202,rltty,file,lib/readline/rltty.h,2019,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlwinsize.h,204,rlwinsize,file,lib/readline/rlwinsize.h,2022,['libreadline'],['libreadline'],libreadline,FALSE
expr.c,76,expassign,functionimpl,expr.c,463,['general'],['general'],general,FALSE
lib/sh/itos.c,235,itos,var,lib/sh/itos.c,2297,['libsh'],['libsh'],libsh,FALSE
expr.c,76,exp0,functionimpl,expr.c,457,['general'],['general'],general,FALSE
bashhist.c,13,bashhist,file,bashhist.c,40,['general'],['general'],general,FALSE
parser.h,304,parser,file,parser.h,2785,['general'],['general'],general,FALSE
make_cmd.c,300,w,var,make_cmd.c,2702,['general'],['general'],general,FALSE
make_cmd.c,300,string,var,make_cmd.c,2698,['general'],['general'],general,FALSE
make_cmd.c,300,type,var,make_cmd.c,2701,['general'],['general'],general,FALSE
make_cmd.c,300,name,var,make_cmd.c,2696,['general'],['general'],general,FALSE
make_cmd.c,300,map_list,var,make_cmd.c,2695,['general'],['general'],general,FALSE
make_cmd.c,300,action,var,make_cmd.c,2672,['general'],['general'],general,FALSE
make_cmd.c,300,lineno,var,make_cmd.c,2682,['general'],['general'],general,FALSE
make_cmd.c,300,exprs,var,make_cmd.c,2680,['general'],['general'],general,FALSE
make_cmd.c,300,clauses,var,make_cmd.c,2673,['general'],['general'],general,FALSE
make_cmd.c,300,patterns,var,make_cmd.c,2697,['general'],['general'],general,FALSE
make_cmd.c,300,which,var,make_cmd.c,2703,['general'],['general'],general,FALSE
make_cmd.c,300,test,var,make_cmd.c,2700,['general'],['general'],general,FALSE
make_cmd.c,300,element,var,make_cmd.c,2679,['general'],['general'],general,FALSE
make_cmd.c,300,command,var,make_cmd.c,2675,['general'],['general'],general,FALSE
make_cmd.c,300,lstart,var,make_cmd.c,2683,['general'],['general'],general,FALSE
make_cmd.c,300,command2,var,make_cmd.c,2676,['general'],['general'],general,FALSE
make_cmd.c,300,connector,var,make_cmd.c,2678,['general'],['general'],general,FALSE
make_cmd.c,300,alloc_word_desc,functionimpl,make_cmd.c,2655,['general'],['general'],general,FALSE
make_cmd.c,300,temp,var,make_cmd.c,2699,['general'],['general'],general,FALSE
make_cmd.c,300,make_bare_simple_command,functionimpl,make_cmd.c,2657,['general'],['general'],general,FALSE
make_cmd.c,300,line_number,var,make_cmd.c,2681,['general'],['general'],general,FALSE
make_cmd.c,300,command_connect,functionproto,make_cmd.c,2658,['general'],['general'],general,FALSE
make_cmd.h,301,make_cmd,file,make_cmd.h,2704,['general'],['general'],general,FALSE
make_cmd.c,300,cmd_init,functionimpl,make_cmd.c,2656,['general'],['general'],general,FALSE
make_cmd.h,301,cmd_init,functionproto,make_cmd.h,2707,['general'],['general'],general,FALSE
make_cmd.h,301,alloc_word_desc,functionproto,make_cmd.h,2705,['general'],['general'],general,FALSE
make_cmd.h,301,make_bare_simple_command,functionproto,make_cmd.h,2712,['general'],['general'],general,FALSE
lib/readline/rlmbutil.h,197,rl_byte_oriented,var,lib/readline/rlmbutil.h,1897,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_bind_stty_chars,var,lib/readline/rlprivate.h,1959,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,rl_blink_matching_paren,var,lib/readline/rlprivate.h,2000,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,rl_byte_oriented,var,lib/readline/rlprivate.h,2001,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_completion_case_fold,var,lib/readline/rlprivate.h,1964,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_completion_case_map,var,lib/readline/rlprivate.h,1965,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_convert_meta_chars_to_ascii,var,lib/readline/rlprivate.h,1966,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_echo_control_chars,var,lib/readline/rlprivate.h,1967,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_enable_keypad,var,lib/readline/rlprivate.h,1969,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_enable_meta,var,lib/readline/rlprivate.h,1970,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,rl_complete_with_tilde_expansion,var,lib/readline/rlprivate.h,2002,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_history_preserve_point,var,lib/readline/rlprivate.h,1971,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_horizontal_scroll_mode,var,lib/readline/rlprivate.h,1972,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_complete_mark_directories,var,lib/readline/rlprivate.h,1960,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_mark_modified_lines,var,lib/readline/rlprivate.h,1976,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_complete_mark_symlink_dirs,var,lib/readline/rlprivate.h,1961,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_match_hidden_files,var,lib/readline/rlprivate.h,1977,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_menu_complete_prefix_first,var,lib/readline/rlprivate.h,1978,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_output_meta_chars,var,lib/readline/rlprivate.h,1982,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_page_completions,var,lib/readline/rlprivate.h,1983,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_print_completions_horizontally,var,lib/readline/rlprivate.h,1984,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_revert_all_at_newline,var,lib/readline/rlprivate.h,1985,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_complete_show_all,var,lib/readline/rlprivate.h,1962,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_complete_show_unmodified,var,lib/readline/rlprivate.h,1963,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,_rl_skip_completed_text,var,lib/readline/rlprivate.h,1989,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/rlprivate.h,198,rl_visible_stats,var,lib/readline/rlprivate.h,2005,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/bind.c,160,rl_get_keymap,functionimpl,lib/readline/bind.c,1278,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/bind.c,160,rl_set_keymap_from_edit_mode,functionimpl,lib/readline/bind.c,1281,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,sign,var,lib/readline/isearch.c,1696,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,key,var,lib/readline/isearch.c,1694,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,cxt,var,lib/readline/isearch.c,1691,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,c,var,lib/readline/isearch.c,1690,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,r,var,lib/readline/isearch.c,1695,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,direction,var,lib/readline/isearch.c,1692,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,invoking_key,var,lib/readline/isearch.c,1693,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,_rl_scxt_dispose,functionproto,lib/readline/isearch.c,1687,['libreadline'],['libreadline'],libreadline,FALSE
lib/readline/isearch.c,181,_rl_isearch_fini,functionproto,lib/readline/isearch.c,1684,['libreadline'],['libreadline'],libreadline,FALSE
