File,ID,Member_Name,Member_Type,Entity,Member_ID,Module,Module_List,Duplicated
include/platform/mipi_csi_if.h,125,MipiCsiResetSensor,functionproto,include/platform/mipi_csi_if.h,1583,platform,['platform'],False
include/platform/mipi_csi_if.h,125,MipiCsiUnresetSensor,functionproto,include/platform/mipi_csi_if.h,1590,platform,['platform'],False
include/platform/mipi_csi_if.h,125,MipiCsiResetRx,functionproto,include/platform/mipi_csi_if.h,1582,platform,['platform'],False
include/platform/mipi_csi_if.h,125,MipiCsiUnresetRx,functionproto,include/platform/mipi_csi_if.h,1589,platform,['platform'],False
include/platform/mipi_csi_if.h,125,MipiCsiEnableClock,functionproto,include/platform/mipi_csi_if.h,1579,platform,['platform'],False
include/platform/mipi_csi_if.h,125,MipiCsiDisableClock,functionproto,include/platform/mipi_csi_if.h,1577,platform,['platform'],False
include/platform/mipi_csi_if.h,125,MipiCsiEnableSensorClock,functionproto,include/platform/mipi_csi_if.h,1580,platform,['platform'],False
include/platform/mipi_csi_if.h,125,MipiCsiDisableSensorClock,functionproto,include/platform/mipi_csi_if.h,1578,platform,['platform'],False
include/platform/mipi_csi_if.h,125,MipiCsiSetDrvData,functionproto,include/platform/mipi_csi_if.h,1585,platform,['platform'],False
core/manager/src/driver_manager.c,55,HdfRegisterDriverEntry,functionimpl,core/manager/src/driver_manager.c,877,manager,['manager'],False
core/manager/src/driver_manager.c,55,HdfUnregisterDriverEntry,functionimpl,core/manager/src/driver_manager.c,879,manager,['manager'],False
core/shared/include/hdf_io_service.h,72,HdfIoServicePublish,functionproto,core/shared/include/hdf_io_service.h,1037,common,['common'],False
core/shared/include/hdf_io_service.h,72,HdfIoServiceRemove,functionproto,core/shared/include/hdf_io_service.h,1038,common,['common'],False
core/shared/include/devsvc_manager_if.h,67,IDevSvcManager,type,core/shared/include/devsvc_manager_if.h,1007,common,['common'],False
core/adapter/syscall/include/hdf_syscall_adapter.h,0,hdf_syscall_adapter,file,core/adapter/syscall/include/hdf_syscall_adapter.h,0,convertor,['convertor'],False
core/adapter/syscall/include/hdf_syscall_adapter.h,0,HdfDevListenerThread,type,core/adapter/syscall/include/hdf_syscall_adapter.h,1,convertor,['convertor'],False
core/adapter/syscall/include/hdf_syscall_adapter.h,0,HdfSyscallAdapter,type,core/adapter/syscall/include/hdf_syscall_adapter.h,3,convertor,['convertor'],False
core/adapter/syscall/include/hdf_syscall_adapter.h,0,HdfSyscallAdapterGroup,type,core/adapter/syscall/include/hdf_syscall_adapter.h,4,convertor,['convertor'],False
core/adapter/vnode/src/hdf_vnode_adapter.c,4,HdfSbufCopyFromUser,functionimpl,core/adapter/vnode/src/hdf_vnode_adapter.c,117,convertor,['convertor'],False
core/adapter/vnode/src/hdf_vnode_adapter.c,4,HdfSbufCopyToUser,functionimpl,core/adapter/vnode/src/hdf_vnode_adapter.c,118,convertor,['convertor'],False
core/adapter/vnode/src/hdf_vnode_adapter.c,4,DevEventFree,functionimpl,core/adapter/vnode/src/hdf_vnode_adapter.c,105,convertor,['convertor'],False
core/adapter/vnode/src/hdf_vnode_adapter.c,4,HdfVNodeAdapterServCall,functionimpl,core/adapter/vnode/src/hdf_vnode_adapter.c,129,convertor,['convertor'],False
core/adapter/vnode/src/hdf_vnode_adapter.c,4,HdfVNodeAdapterReadDevEvent,functionimpl,core/adapter/vnode/src/hdf_vnode_adapter.c,127,convertor,['convertor'],False
core/adapter/vnode/src/hdf_vnode_adapter.c,4,VNodeAdapterSendDevEventToClient,functionimpl,core/adapter/vnode/src/hdf_vnode_adapter.c,132,convertor,['convertor'],False
core/adapter/vnode/src/hdf_vnode_adapter.c,4,HdfVNodeAdapterSendDevEvent,functionimpl,core/adapter/vnode/src/hdf_vnode_adapter.c,128,convertor,['convertor'],False
core/manager/src/servstat_listener_holder.c,59,ServStatListenerHolderGet,functionimpl,core/manager/src/servstat_listener_holder.c,919,manager,['manager'],False
core/manager/src/servstat_listener_holder.c,59,ServStatListenerHolderCreate,functionimpl,core/manager/src/servstat_listener_holder.c,918,manager,['manager'],False
core/manager/src/servstat_listener_holder.c,59,ServStatListenerHolderRelease,functionimpl,core/manager/src/servstat_listener_holder.c,920,manager,['manager'],False
core/manager/src/servstat_listener_holder.c,59,ServStatListenerHolderinit,functionimpl,core/manager/src/servstat_listener_holder.c,921,manager,['manager'],False
core/manager/src/devsvc_manager.c,53,DevSvcManagerGetInstance,functionimpl,core/manager/src/devsvc_manager.c,803,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,DevSvcManagerExtConstruct,functionimpl,core/manager/src/devsvc_manager_ext.c,846,manager,['manager'],False
core/manager/src/devsvc_manager.c,53,DevSvcManagerConstruct,functionimpl,core/manager/src/devsvc_manager.c,801,manager,['manager'],False
core/manager/src/devsvc_manager.c,53,DevSvcManagerRelease,functionimpl,core/manager/src/devsvc_manager.c,808,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,client,var,core/manager/src/devsvc_manager_ext.c,856,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,svcmgrInst,var,core/manager/src/devsvc_manager_ext.c,869,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,data,var,core/manager/src/devsvc_manager_ext.c,858,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,devClass,var,core/manager/src/devsvc_manager_ext.c,859,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,holder,var,core/manager/src/devsvc_manager_ext.c,861,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,service,var,core/manager/src/devsvc_manager_ext.c,866,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,reply,var,core/manager/src/devsvc_manager_ext.c,865,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,ioClientPtr,var,core/manager/src/devsvc_manager_ext.c,864,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,cmdId,var,core/manager/src/devsvc_manager_ext.c,857,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,svcmgr,var,core/manager/src/devsvc_manager_ext.c,867,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,inst,var,core/manager/src/devsvc_manager_ext.c,862,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,svcmgrDevObj,var,core/manager/src/devsvc_manager_ext.c,868,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,svcmgrIoService,var,core/manager/src/devsvc_manager_ext.c,870,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,dispatcher,var,core/manager/src/devsvc_manager_ext.c,860,manager,['manager'],False
core/manager/src/devsvc_manager_ext.c,54,instance,var,core/manager/src/devsvc_manager_ext.c,863,manager,['manager'],False
include/platform/uart_if.h,138,UartAttribute,type,include/platform/uart_if.h,1740,platform,['platform'],False
include/platform/uart_if.h,138,UartTransMode,type,include/platform/uart_if.h,1742,platform,['platform'],False
include/osal/osal_mem.h,110,OsalMemAlloc,functionproto,include/osal/osal_mem.h,1390,osal,['osal'],False
core/manager/include/devsvc_manager.h,45,DevSvcManagerGetInstance,functionproto,core/manager/include/devsvc_manager.h,700,manager,['manager'],False
core/manager/include/devsvc_manager.h,45,DevSvcManagerConstruct,functionproto,core/manager/include/devsvc_manager.h,698,manager,['manager'],False
core/manager/include/devsvc_manager.h,45,DevSvcManagerRelease,functionproto,core/manager/include/devsvc_manager.h,703,manager,['manager'],False
core/manager/include/devsvc_manager.h,45,devsvc_manager,file,core/manager/include/devsvc_manager.h,695,manager,['manager'],False
core/manager/include/devsvc_manager.h,45,DevSvcManager,type,core/manager/include/devsvc_manager.h,706,manager,['manager'],False
include/osal/osal_irq.h,109,OsalRegisterIrq,functionproto,include/osal/osal_irq.h,1386,osal,['osal'],False
include/osal/osal_irq.h,109,OsalUnregisterIrq,functionproto,include/osal/osal_irq.h,1387,osal,['osal'],False
include/osal/osal_irq.h,109,osal_irq,file,include/osal/osal_irq.h,1383,osal,['osal'],False
include/utils/hdf_sbuf.h,145,HdfSbufObtainDefaultSize,functionproto,include/utils/hdf_sbuf.h,1790,utils,['utils'],False
core/manager/include/devsvc_listener_holder.h,44,ServStatListenerHolderGet,functionproto,core/manager/include/devsvc_listener_holder.h,691,manager,['manager'],False
core/manager/include/devsvc_listener_holder.h,44,ServStatListenerHolderCreate,functionproto,core/manager/include/devsvc_listener_holder.h,690,manager,['manager'],False
core/manager/include/devsvc_listener_holder.h,44,ServStatListenerHolderRelease,functionproto,core/manager/include/devsvc_listener_holder.h,692,manager,['manager'],False
core/manager/include/devsvc_listener_holder.h,44,ServStatListenerHolderinit,functionproto,core/manager/include/devsvc_listener_holder.h,693,manager,['manager'],False
core/manager/include/devsvc_listener_holder.h,44,devsvc_listener_holder,file,core/manager/include/devsvc_listener_holder.h,688,manager,['manager'],False
core/manager/include/devsvc_listener_holder.h,44,ServStatListenerHolder,type,core/manager/include/devsvc_listener_holder.h,694,manager,['manager'],False
include/osal/osal_spinlock.h,113,OsalSpinLockIrqSave,functionproto,include/osal/osal_spinlock.h,1413,osal,['osal'],False
include/osal/osal_spinlock.h,113,OsalSpinUnlockIrqRestore,functionproto,include/osal/osal_spinlock.h,1416,osal,['osal'],False
include/osal/osal_spinlock.h,113,OsalSpinInit,functionproto,include/osal/osal_spinlock.h,1410,osal,['osal'],False
include/osal/osal_spinlock.h,113,OsalSpinDestroy,functionproto,include/osal/osal_spinlock.h,1409,osal,['osal'],False
include/osal/osal_mem.h,110,OsalMemAllocAlign,functionproto,include/osal/osal_mem.h,1391,osal,['osal'],False
include/platform/uart_if.h,138,UartOpen,functionproto,include/platform/uart_if.h,1734,platform,['platform'],False
include/platform/uart_if.h,138,UartClose,functionproto,include/platform/uart_if.h,1731,platform,['platform'],False
include/platform/uart_if.h,138,UartRead,functionproto,include/platform/uart_if.h,1735,platform,['platform'],False
include/platform/uart_if.h,138,UartWrite,functionproto,include/platform/uart_if.h,1739,platform,['platform'],False
include/platform/uart_if.h,138,UartGetBaud,functionproto,include/platform/uart_if.h,1733,platform,['platform'],False
include/platform/uart_if.h,138,UartSetBaud,functionproto,include/platform/uart_if.h,1737,platform,['platform'],False
include/platform/uart_if.h,138,UartGetAttribute,functionproto,include/platform/uart_if.h,1732,platform,['platform'],False
include/platform/uart_if.h,138,UartSetAttribute,functionproto,include/platform/uart_if.h,1736,platform,['platform'],False
include/platform/uart_if.h,138,UartSetTransMode,functionproto,include/platform/uart_if.h,1738,platform,['platform'],False
include/osal/osal_io.h,108,OsalIoRemap,functionimpl,include/osal/osal_io.h,1378,osal,['osal'],False
include/platform/gpio_if.h,120,GpioDisableIrq,functionproto,include/platform/gpio_if.h,1464,platform,['platform'],False
include/platform/gpio_if.h,120,GpioEnableIrq,functionproto,include/platform/gpio_if.h,1465,platform,['platform'],False
include/platform/gpio_if.h,120,GpioSetIrq,functionproto,include/platform/gpio_if.h,1469,platform,['platform'],False
core/shared/include/hdf_driver.h,71,HdfDriverManagerGetDriver,functionproto,core/shared/include/hdf_driver.h,1025,common,['common'],False
core/shared/include/hdf_driver.h,71,HdfRegisterDriver,functionproto,core/shared/include/hdf_driver.h,1027,common,['common'],False
core/shared/include/hdf_driver.h,71,HdfUnregisterDriver,functionproto,core/shared/include/hdf_driver.h,1029,common,['common'],False
include/osal/osal_spinlock.h,113,OsalSpinLock,functionproto,include/osal/osal_spinlock.h,1411,osal,['osal'],False
include/osal/osal_spinlock.h,113,OsalSpinUnlock,functionproto,include/osal/osal_spinlock.h,1414,osal,['osal'],False
include/osal/osal_spinlock.h,113,osal_spinlock,file,include/osal/osal_spinlock.h,1408,osal,['osal'],False
include/osal/osal_spinlock.h,113,,type,include/osal/osal_spinlock.h,1417,osal,['osal'],False
include/wifi/wifi_mac80211_ops.h,154,WlanChannelCapabilityFlags,type,include/wifi/wifi_mac80211_ops.h,1927,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WLAN_CHANNEL_FLAG_DFS_USABLE,var,include/wifi/wifi_mac80211_ops.h,1934,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WLAN_CHANNEL_FLAG_DFS_UNAVAILABLE,var,include/wifi/wifi_mac80211_ops.h,1933,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,,functionproto,include/wifi/wifi_mac80211_ops.h,1917,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WlanHwCapability,type,include/wifi/wifi_mac80211_ops.h,1929,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WlanWorkMode,type,include/wifi/wifi_mac80211_ops.h,1932,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,KeyParams,type,include/wifi/wifi_mac80211_ops.h,1921,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WlanConnectParams,type,include/wifi/wifi_mac80211_ops.h,1928,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WlanScanRequest,type,include/wifi/wifi_mac80211_ops.h,1931,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WlanAPConf,type,include/wifi/wifi_mac80211_ops.h,1923,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WlanBeaconConf,type,include/wifi/wifi_mac80211_ops.h,1925,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,Ieee80211Band,type,include/wifi/wifi_mac80211_ops.h,1919,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,Ieee80211ChannelWidth,type,include/wifi/wifi_mac80211_ops.h,1920,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WlanBand,type,include/wifi/wifi_mac80211_ops.h,1924,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WlanChannel,type,include/wifi/wifi_mac80211_ops.h,1926,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,WlanSSID,type,include/wifi/wifi_mac80211_ops.h,1930,network,['network'],False
include/wifi/wifi_mac80211_ops.h,154,CryptoSettings,type,include/wifi/wifi_mac80211_ops.h,1918,network,['network'],False
include/utils/hdf_workqueue.h,146,HdfAddWork,functionproto,include/utils/hdf_workqueue.h,1835,utils,['utils'],False
include/utils/hdf_workqueue.h,146,HdfWorkQueueInit,functionproto,include/utils/hdf_workqueue.h,1844,utils,['utils'],False
include/utils/hdf_workqueue.h,146,HdfWorkInit,functionproto,include/utils/hdf_workqueue.h,1842,utils,['utils'],False
include/utils/hdf_workqueue.h,146,HdfWorkDestroy,functionproto,include/utils/hdf_workqueue.h,1841,utils,['utils'],False
include/utils/hdf_workqueue.h,146,HdfWorkQueueDestroy,functionproto,include/utils/hdf_workqueue.h,1843,utils,['utils'],False
core/host/include/hdf_service_subscriber.h,26,HdfServiceSubscriberDelete,functionproto,core/host/include/hdf_service_subscriber.h,404,kernal_host,['kernal_host'],False
core/host/include/hdf_service_subscriber.h,26,HdfServiceSubscriber,type,core/host/include/hdf_service_subscriber.h,408,kernal_host,['kernal_host'],False
include/utils/hdf_dlist.h,143,hdf_dlist,file,include/utils/hdf_dlist.h,1765,utils,['utils'],False
core/shared/include/devhost_service_if.h,64,devhost_service_if,file,core/shared/include/devhost_service_if.h,997,common,['common'],False
core/shared/include/devhost_service_if.h,64,IDevHostService,type,core/shared/include/devhost_service_if.h,999,common,['common'],False
include/osal/osal_file.h,106,osal_file,file,include/osal/osal_file.h,1363,osal,['osal'],False
include/wifi/wifi_mac80211_ops.h,154,wifi_mac80211_ops,file,include/wifi/wifi_mac80211_ops.h,1916,network,['network'],False
include/net/net_device.h,102,net_device,file,include/net/net_device.h,1316,network,['network'],False
include/net/net_device.h,102,NetDevice,type,include/net/net_device.h,1344,network,['network'],False
core/shared/include/devhost_service_if.h,64,,functionproto,core/shared/include/devhost_service_if.h,998,common,['common'],False
core/manager/src/servstat_listener_holder.c,59,servstat_listener_holder,file,core/manager/src/servstat_listener_holder.c,914,manager,['manager'],False
core/manager/src/servstat_listener_holder.c,59,KServStatListenerHolderListInit,functionimpl,core/manager/src/servstat_listener_holder.c,915,manager,['manager'],False
core/manager/src/servstat_listener_holder.c,59,SvcStatListenerHolderList,type,core/manager/src/servstat_listener_holder.c,923,manager,['manager'],False
include/platform/mipi_dsi_if.h,126,MipiDsiSetCfg,functionproto,include/platform/mipi_dsi_if.h,1598,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,MipiDsiGetCfg,functionproto,include/platform/mipi_dsi_if.h,1595,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,MipiDsiTx,functionproto,include/platform/mipi_dsi_if.h,1602,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,MipiDsiRx,functionproto,include/platform/mipi_dsi_if.h,1597,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,DsiMode,type,include/platform/mipi_dsi_if.h,1606,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,DsiLane,type,include/platform/mipi_dsi_if.h,1605,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,DsiBurstMode,type,include/platform/mipi_dsi_if.h,1603,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,DsiOutFormat,type,include/platform/mipi_dsi_if.h,1607,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,DsiTimingInfo,type,include/platform/mipi_dsi_if.h,1608,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,MipiDsiOpen,functionproto,include/platform/mipi_dsi_if.h,1596,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,MipiDsiClose,functionproto,include/platform/mipi_dsi_if.h,1594,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,MipiDsiSetLpMode,functionproto,include/platform/mipi_dsi_if.h,1601,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,MipiDsiSetHsMode,functionproto,include/platform/mipi_dsi_if.h,1600,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,MipiDsiAttach,functionproto,include/platform/mipi_dsi_if.h,1593,platform,['platform'],False
include/platform/mipi_dsi_if.h,126,MipiDsiSetDrvData,functionproto,include/platform/mipi_dsi_if.h,1599,platform,['platform'],False
include/platform/mipi_csi_if.h,125,LvdsDevAttr,alias,include/platform/mipi_csi_if.h,1572,platform,['platform'],False
include/platform/mipi_csi_if.h,125,MipiDevAttr,alias,include/platform/mipi_csi_if.h,1573,platform,['platform'],False
include/platform/mipi_csi_if.h,125,InputMode,alias,include/platform/mipi_csi_if.h,1570,platform,['platform'],False
core/host/include/hdf_device.h,17,devid_t,alias,core/host/include/hdf_device.h,323,kernal_host,['kernal_host'],False
core/manager/include/hdf_driver_installer.h,47,hdf_driver_installer,file,core/manager/include/hdf_driver_installer.h,710,manager,['manager'],False
core/manager/include/hdf_driver_installer.h,47,DriverInstallerCreate,functionproto,core/manager/include/hdf_driver_installer.h,711,manager,['manager'],False
core/manager/include/hdf_driver_installer.h,47,IDriverInstaller,type,core/manager/include/hdf_driver_installer.h,714,manager,['manager'],False
include/bluetooth/hdf_chip.h,94,HdfResetVirtualDevice,functionimpl,include/bluetooth/hdf_chip.h,1188,network,['network'],False
include/bluetooth/hdf_chip.h,94,hdf_chip,file,include/bluetooth/hdf_chip.h,1185,network,['network'],False
include/platform/i2s_if.h,123,I2sCfg,type,include/platform/i2s_if.h,1537,platform,['platform'],False
include/platform/i2s_if.h,123,I2sMsg,type,include/platform/i2s_if.h,1545,platform,['platform'],False
include/utils/hdf_sbuf.h,145,HdfSbufReadUint64,functionproto,include/utils/hdf_sbuf.h,1804,utils,['utils'],False
include/utils/hdf_sbuf.h,145,HdfSbufWriteUint64,functionproto,include/utils/hdf_sbuf.h,1827,utils,['utils'],False
core/manager/src/servstat_listener_holder.c,59,KServStatListenerHolder,type,core/manager/src/servstat_listener_holder.c,922,manager,['manager'],False
core/manager/src/servstat_listener_holder.c,59,KServStatListenerHolderNotifyStatus,functionimpl,core/manager/src/servstat_listener_holder.c,916,manager,['manager'],False
include/platform/i3c_if.h,124,i3c_if,file,include/platform/i3c_if.h,1552,platform,['platform'],False
core/shared/include/devsvc_manager_if.h,67,,functionproto,core/shared/include/devsvc_manager_if.h,1006,common,['common'],False
include/platform/spi_if.h,136,spi_if,file,include/platform/spi_if.h,1707,platform,['platform'],False
core/shared/include/devsvc_manager_if.h,67,devsvc_manager_if,file,core/shared/include/devsvc_manager_if.h,1005,common,['common'],False
include/net/net_device.h,102,NetIfDhcpIsBound,functionproto,include/net/net_device.h,1328,network,['network'],False
include/net/net_device.h,102,NetIfDhcpStop,functionproto,include/net/net_device.h,1330,network,['network'],False
include/net/net_device.h,102,NetIfDhcpStart,functionproto,include/net/net_device.h,1329,network,['network'],False
include/platform/i2c_if.h,122,i2c_if,file,include/platform/i2c_if.h,1517,platform,['platform'],False
include/osal/osal_timer.h,116,OsalTimerStartLoop,functionproto,include/osal/osal_timer.h,1444,osal,['osal'],False
include/osal/osal_timer.h,116,OsalTimerSetTimeout,functionproto,include/osal/osal_timer.h,1443,osal,['osal'],False
core/manager/include/hdf_driver_installer.h,47,DriverInstallerGetInstance,functionproto,core/manager/include/hdf_driver_installer.h,712,manager,['manager'],False
core/manager/include/hdf_driver_installer.h,47,DriverInstaller,type,core/manager/include/hdf_driver_installer.h,713,manager,['manager'],False
include/osal/osal_sem.h,112,osal_sem,file,include/osal/osal_sem.h,1401,osal,['osal'],False
include/osal/osal_sem.h,112,OsalSem,type,include/osal/osal_sem.h,1406,osal,['osal'],False
include/osal.h,103,osal,file,include/osal.h,1350,osal,['osal'],False
core/shared/src/hdf_object_manager.c,83,objectId,var,core/shared/src/hdf_object_manager.c,1113,common,['common'],False
core/shared/src/hdf_object_manager.c,83,targetCreator,var,core/shared/src/hdf_object_manager.c,1114,common,['common'],False
core/shared/src/hdf_object_manager.c,83,object,var,core/shared/src/hdf_object_manager.c,1112,common,['common'],False
include/wifi/hdf_wifi_event.h,148,Ieee80211Mgmt,type,include/wifi/hdf_wifi_event.h,1879,network,['network'],False
include/wifi/hdf_wifi_event.h,148,hdf_wifi_event,file,include/wifi/hdf_wifi_event.h,1856,network,['network'],False
include/wifi/hdf_wifi_event.h,148,StationInfo,type,include/wifi/hdf_wifi_event.h,1887,network,['network'],False
include/wifi/hdf_wifi_event.h,148,ScannedBssInfo,type,include/wifi/hdf_wifi_event.h,1884,network,['network'],False
include/wifi/hdf_wifi_event.h,148,ConnetResult,type,include/wifi/hdf_wifi_event.h,1876,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventNewSta,functionproto,include/wifi/hdf_wifi_event.h,1865,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventDelSta,functionproto,include/wifi/hdf_wifi_event.h,1860,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventInformBssFrame,functionproto,include/wifi/hdf_wifi_event.h,1863,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventScanDone,functionproto,include/wifi/hdf_wifi_event.h,1869,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventConnectResult,functionproto,include/wifi/hdf_wifi_event.h,1858,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventDisconnected,functionproto,include/wifi/hdf_wifi_event.h,1861,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventMgmtTxStatus,functionproto,include/wifi/hdf_wifi_event.h,1864,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventCsaChannelSwitch,functionproto,include/wifi/hdf_wifi_event.h,1859,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventTimeoutDisconnected,functionproto,include/wifi/hdf_wifi_event.h,1870,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventRxMgmt,functionproto,include/wifi/hdf_wifi_event.h,1868,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventEapolRecv,functionproto,include/wifi/hdf_wifi_event.h,1862,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventResetResult,functionproto,include/wifi/hdf_wifi_event.h,1867,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventRemainOnChannel,functionproto,include/wifi/hdf_wifi_event.h,1866,network,['network'],False
include/wifi/hdf_wifi_event.h,148,HdfWifiEventCancelRemainOnChannel,functionproto,include/wifi/hdf_wifi_event.h,1857,network,['network'],False
include/wifi/hdf_wifi_product.h,149,HdfWlanSendBroadcastEvent,functionproto,include/wifi/hdf_wifi_product.h,1895,network,['network'],False
include/wifi/hdf_wifi_product.h,149,hdf_wifi_product,file,include/wifi/hdf_wifi_product.h,1889,network,['network'],False
include/utils/hdf_sbuf.h,145,HdfSbufWriteUint8,functionproto,include/utils/hdf_sbuf.h,1828,utils,['utils'],False
core/shared/include/hdf_object_manager.h,73,HdfObjectManagerGetCreators,functionproto,core/shared/include/hdf_object_manager.h,1051,common,['common'],False
core/shared/src/hdf_object_manager.c,83,hdf_object_manager,file,core/shared/src/hdf_object_manager.c,1109,common,['common'],False
core/shared/include/hdf_object_manager.h,73,HdfObjectCreator,type,core/shared/include/hdf_object_manager.h,1054,common,['common'],False
include/platform/spi_if.h,136,SpiCfg,type,include/platform/spi_if.h,1715,platform,['platform'],False
include/platform/spi_if.h,136,SpiMsg,type,include/platform/spi_if.h,1718,platform,['platform'],False
core/host/src/power_state_token.c,40,PowerStateTokenConstruct,functionimpl,core/host/src/power_state_token.c,654,kernal_host,['kernal_host'],False
core/host/src/power_state_token.c,40,power_state_token,file,core/host/src/power_state_token.c,651,kernal_host,['kernal_host'],False
core/shared/src/svcmgr_ioservice.c,87,SvcMgrIoserviceGet,functionimpl,core/shared/src/svcmgr_ioservice.c,1138,common,['common'],False
core/shared/src/svcmgr_ioservice.c,87,SvcMgrIoserviceRelease,functionimpl,core/shared/src/svcmgr_ioservice.c,1140,common,['common'],False
core/shared/src/svcmgr_ioservice.c,87,svcmgr_ioservice,file,core/shared/src/svcmgr_ioservice.c,1135,common,['common'],False
core/host/include/devmgr_service_clnt.h,15,DevmgrServiceClntGetInstance,functionproto,core/host/include/devmgr_service_clnt.h,312,kernal_host,['kernal_host'],False
core/host/include/devmgr_service_clnt.h,15,DevmgrServiceClnt,type,core/host/include/devmgr_service_clnt.h,313,kernal_host,['kernal_host'],False
core/host/include/devmgr_service_clnt.h,15,DevmgrServiceClntFreeInstance,functionproto,core/host/include/devmgr_service_clnt.h,311,kernal_host,['kernal_host'],False
include/platform/hdmi_if.h,121,HdmiVideoBitDepth,type,include/platform/hdmi_if.h,1514,platform,['platform'],False
include/platform/hdmi_if.h,121,HdmiVideoTiming,type,include/platform/hdmi_if.h,1515,platform,['platform'],False
include/platform/hdmi_if.h,121,HdmiPictureAspectRatio,type,include/platform/hdmi_if.h,1506,platform,['platform'],False
include/platform/hdmi_if.h,121,HdmiSampleRate,type,include/platform/hdmi_if.h,1508,platform,['platform'],False
include/platform/hdmi_if.h,121,HdmiAudioInterfaceType,type,include/platform/hdmi_if.h,1494,platform,['platform'],False
include/platform/hdmi_if.h,121,HdmiAudioBitDepth,type,include/platform/hdmi_if.h,1491,platform,['platform'],False
include/platform/hdmi_if.h,121,HdmiAudioFormatChannel,type,include/platform/hdmi_if.h,1493,platform,['platform'],False
include/platform/hdmi_if.h,121,HdmiColorSpace,type,include/platform/hdmi_if.h,1495,platform,['platform'],False
include/platform/hdmi_if.h,121,HdmiQuantizationRange,type,include/platform/hdmi_if.h,1507,platform,['platform'],False
core/manager/include/device_token_clnt.h,42,device_token_clnt,file,core/manager/include/device_token_clnt.h,675,manager,['manager'],False
core/manager/include/device_token_clnt.h,42,DeviceTokenClnt,type,core/manager/include/device_token_clnt.h,679,manager,['manager'],False
core/shared/include/device_token_if.h,65,device_token_if,file,core/shared/include/device_token_if.h,1000,common,['common'],False
core/manager/include/device_token_clnt.h,42,DeviceTokenClntNewInstance,functionproto,core/manager/include/device_token_clnt.h,678,manager,['manager'],False
